id,views,mature,life_time,created_at,updated_at,language,affiliate
1533,7700,0,2030,3/19/2013,10/9/2018,EN,1
1534,280,1,2287,4/20/2012,7/25/2018,EN,0
1535,3732,1,670,12/11/2016,10/12/2018,DE,1
1536,1564,0,560,3/31/2017,10/12/2018,SV,0
1537,2096,1,1024,12/16/2015,10/5/2018,EN,1
1538,1913,1,1962,5/28/2013,10/11/2018,EN,1
1539,330,1,829,7/3/2016,10/10/2018,DE,0
1540,700,0,2051,2/27/2013,10/10/2018,ZH,0
1541,11941,1,826,7/6/2016,10/10/2018,EN,1
1542,1051,1,1427,11/10/2014,10/7/2018,EN,0
1543,7589,1,2200,10/2/2012,10/11/2018,FR,1
1544,127832,0,2091,1/20/2013,10/12/2018,EN,1
1545,1051,0,2060,2/20/2013,10/12/2018,EN,1
1546,8190,1,2807,2/4/2011,10/12/2018,EN,1
1547,1757,1,1931,6/26/2013,10/9/2018,EN,0
1548,2424,0,1838,9/28/2013,10/10/2018,ES,1
1549,549,1,1761,12/16/2013,10/12/2018,EN,0
1550,13522,1,1776,11/26/2013,10/7/2018,EN,1
1551,1164,0,840,5/30/2016,9/17/2018,EN,0
1552,1937,0,591,2/23/2017,10/7/2018,RU,0
1553,5673,1,919,4/6/2016,10/12/2018,EN,1
1554,494,1,2302,5/23/2012,9/11/2018,EN,0
1555,2347,0,1949,6/7/2013,10/8/2018,EN,0
1556,3424,0,2075,2/4/2013,10/11/2018,RU,1
1557,21661,1,1257,5/4/2015,10/12/2018,EN,1
1558,685,0,713,10/27/2016,10/10/2018,EN,1
1559,11240,0,2289,7/4/2012,10/10/2018,EN,1
1560,15212,0,603,2/16/2017,10/12/2018,EN,1
1561,706,1,1483,9/12/2014,10/4/2018,EN,0
1562,7169,1,1158,8/11/2015,10/12/2018,RU,1
1563,330,1,2605,8/21/2011,10/8/2018,EN,0
1564,7913,0,1035,12/11/2015,10/11/2018,EN,0
1565,38719,1,921,4/4/2016,10/12/2018,EN,1
1566,9308,1,1286,4/5/2015,10/12/2018,EN,0
1567,257,0,535,4/12/2017,9/29/2018,EN,0
1568,7470,0,2348,5/2/2012,10/6/2018,FR,0
1569,649,1,1684,2/21/2014,10/2/2018,EN,0
1570,5858,1,1087,9/29/2015,9/20/2018,EN,1
1571,734,1,795,8/2/2016,10/6/2018,EN,0
1572,2454,1,573,2/9/2017,9/5/2018,EN,1
1573,3286,0,1935,6/24/2013,10/11/2018,EN,1
1574,3860,1,395,9/12/2017,10/12/2018,ES,1
1575,37800,0,1644,4/12/2014,10/12/2018,EN,1
1576,3055,0,644,1/6/2017,10/12/2018,EN,0
1577,28410,1,1924,7/5/2013,10/11/2018,EN,1
1578,2411,1,1735,12/25/2013,9/25/2018,EN,1
1579,39,0,195,2/17/2016,8/30/2016,OTHER,0
1580,165588,0,2250,8/14/2012,10/12/2018,ZH,0
1581,41819,1,634,1/15/2017,10/11/2018,EN,1
1582,2792,0,1436,11/6/2014,10/12/2018,EN,1
1583,96226,0,3426,5/25/2009,10/11/2018,ZH,0
1584,4423,1,615,2/3/2017,10/11/2018,EN,1
1585,8260,0,1484,9/19/2014,10/12/2018,EN,1
1586,32617,1,2341,5/2/2012,9/29/2018,EN,0
1587,78740,0,1138,8/31/2015,10/12/2018,FR,1
1588,139,0,2383,3/21/2012,9/29/2018,EN,0
1589,9594,1,1171,7/28/2015,10/11/2018,EN,1
1590,1216,0,2588,9/5/2011,10/6/2018,EN,0
1591,77890,1,2376,4/9/2012,10/11/2018,FR,1
1592,37777,1,244,2/9/2018,10/11/2018,EN,1
1593,13739,0,2082,1/26/2013,10/9/2018,EN,1
1594,4722,0,1253,5/6/2015,10/10/2018,EN,1
1595,3897,0,2027,1/15/2013,8/4/2018,EN,0
1596,1944,1,1296,3/26/2015,10/12/2018,EN,0
1597,51361,0,1769,12/8/2013,10/12/2018,IT,1
1598,11590,0,2011,4/6/2013,10/8/2018,EN,1
1599,7652,1,646,1/4/2017,10/12/2018,EN,1
1600,1369,1,1835,10/3/2013,10/12/2018,DE,1
1601,7992,0,1008,1/8/2016,10/12/2018,RU,1
1602,6248,0,1327,2/23/2015,10/12/2018,EN,1
1603,13842,0,885,5/10/2016,10/12/2018,EN,1
1604,3051546,0,1315,3/7/2015,10/12/2018,EN,0
1605,755,1,1272,4/19/2015,10/12/2018,EN,1
1606,1018,0,630,1/20/2017,10/12/2018,EN,1
1607,1022,0,1642,3/28/2014,9/25/2018,EN,0
1608,9884,1,1872,8/27/2013,10/12/2018,EN,1
1609,2652,0,611,2/8/2017,10/12/2018,EN,1
1610,1371,0,1665,3/3/2014,9/23/2018,EN,0
1611,13924,1,2505,12/1/2011,10/10/2018,EN,1
1612,473,0,581,3/5/2017,10/7/2018,EN,0
1613,919,0,452,6/2/2017,8/28/2018,EN,0
1614,817,1,1222,5/14/2015,9/17/2018,EN,1
1615,744,0,1944,6/14/2013,10/10/2018,EN,0
1616,8526,1,1296,3/24/2015,10/10/2018,DE,1
1617,4920,1,1074,11/3/2015,10/12/2018,EN,1
1618,80371,1,1106,10/2/2015,10/12/2018,EN,1
1619,1303,0,1962,5/17/2013,9/30/2018,ES,0
1620,1192,1,980,2/5/2016,10/12/2018,EN,0
1621,1571,0,2301,6/23/2012,10/11/2018,EN,0
1622,6309,1,1348,12/7/2014,8/16/2018,EN,0
1623,11686,0,1859,8/14/2013,9/16/2018,RU,0
1624,276,1,898,3/25/2016,9/9/2018,EN,0
1625,25774,1,2900,11/3/2010,10/12/2018,EN,1
1626,8060,1,1884,8/14/2013,10/11/2018,EN,1
1627,1490,1,1680,3/6/2014,10/11/2018,EN,0
1628,1268,0,704,11/7/2016,10/12/2018,EN,1
1629,20255,1,1520,8/9/2014,10/7/2018,EN,1
1630,22502,0,2025,3/27/2013,10/12/2018,EN,1
1631,141405,1,1851,9/17/2013,10/12/2018,EN,1
1632,599,1,1751,11/30/2013,9/16/2018,EN,0
1633,609,0,737,10/3/2016,10/10/2018,EN,0
1634,45516,1,1922,7/7/2013,10/11/2018,EN,1
1635,1766,0,2064,2/15/2013,10/11/2018,EN,1
1636,5205,1,638,1/12/2017,10/12/2018,PT,1
1637,5290,0,1657,3/30/2014,10/12/2018,DE,0
1638,10200,1,1070,11/6/2015,10/11/2018,EN,1
1639,4561,0,2498,11/25/2011,9/27/2018,EN,0
1640,20277,1,1313,3/8/2015,10/11/2018,EN,1
1641,95691,1,1827,10/11/2013,10/12/2018,FR,0
1642,9820,0,794,8/7/2016,10/10/2018,EN,1
1643,6345,1,193,4/2/2018,10/12/2018,EN,1
1644,54079,1,1356,1/22/2015,10/9/2018,EN,1
1645,1748,0,1332,11/7/2014,7/1/2018,DE,0
1646,14400,1,2070,2/8/2013,10/10/2018,DE,0
1647,3001,0,1557,6/27/2014,10/1/2018,EN,0
1648,198,1,1312,1/11/2015,8/15/2018,DE,0
1649,3242,0,1141,8/23/2015,10/7/2018,EN,1
1650,2431,1,1658,3/21/2014,10/4/2018,DE,1
1651,419,0,1047,11/12/2015,9/24/2018,EN,0
1652,7604,1,2646,6/26/2011,9/23/2018,EN,0
1653,36383,1,540,4/20/2017,10/12/2018,PT,1
1654,8281,1,1236,5/25/2015,10/12/2018,EN,1
1655,107186,0,1304,3/17/2015,10/11/2018,FR,0
1656,33766,1,1714,2/1/2014,10/12/2018,FR,1
1657,7733,1,2438,2/8/2012,10/12/2018,ES,1
1658,9589,0,2035,3/17/2013,10/12/2018,EN,0
1659,11708,1,2079,1/30/2013,10/10/2018,EN,1
1660,449,1,828,6/8/2016,9/14/2018,PT,0
1661,79876,1,2159,11/8/2012,10/7/2018,EN,1
1662,8278,0,3735,7/10/2008,10/1/2018,EN,0
1663,5040,1,693,11/15/2016,10/9/2018,ES,1
1664,4583,1,1983,5/6/2013,10/10/2018,EN,1
1665,6872,1,670,12/11/2016,10/12/2018,EN,1
1666,3940,1,735,10/7/2016,10/12/2018,EN,1
1667,10423,0,805,7/29/2016,10/12/2018,FR,1
1668,14809,0,378,9/29/2017,10/12/2018,KO,1
1669,26161,0,720,10/22/2016,10/12/2018,KO,0
1670,35133,1,1340,2/10/2015,10/12/2018,EN,1
1671,1984,0,840,6/20/2016,10/8/2018,EN,1
1672,1713,0,1495,9/6/2014,10/10/2018,EN,1
1673,1017,0,1772,12/2/2013,10/9/2018,EN,1
1674,8051,0,1181,6/18/2015,9/11/2018,EN,0
1675,25459,0,1324,2/26/2015,10/12/2018,EN,1
1676,1551,1,1333,2/17/2015,10/12/2018,EN,1
1677,1192,1,955,2/27/2016,10/9/2018,EN,0
1678,27257,1,1795,11/12/2013,10/12/2018,EN,1
1679,56645,1,1774,11/30/2013,10/9/2018,EN,1
1680,3686,0,1048,11/28/2015,10/11/2018,JA,1
1681,1837,1,1160,8/3/2015,10/6/2018,EN,1
1682,46062,0,1348,1/31/2015,10/10/2018,IT,0
1683,1244806,0,2430,2/16/2012,10/12/2018,EN,0
1684,3729,1,3348,8/1/2009,10/1/2018,EN,0
1685,2081,0,1718,12/30/2013,9/13/2018,EN,0
1686,6053,1,1943,6/14/2013,10/9/2018,EN,1
1687,23789,1,2266,7/29/2012,10/12/2018,EN,1
1688,9318,1,1373,1/8/2015,10/12/2018,EN,1
1689,1144,0,1752,12/12/2013,9/29/2018,EN,0
1690,4225,1,738,10/4/2016,10/12/2018,EN,1
1691,2414,1,1196,7/4/2015,10/12/2018,EN,1
1692,901,1,2883,11/1/2010,9/23/2018,EN,0
1693,10975,1,1003,1/13/2016,10/12/2018,EN,1
1694,12609,0,1941,6/10/2013,10/3/2018,DA,1
1695,7606,1,1460,10/13/2014,10/12/2018,EN,1
1696,4939,1,2724,4/7/2011,9/21/2018,EN,0
1697,1021,0,2550,9/29/2011,9/22/2018,EN,0
1698,1340,1,1787,11/7/2013,9/29/2018,EN,0
1699,604,1,1933,6/23/2013,10/8/2018,RU,0
1700,9355,0,1705,1/27/2014,9/28/2018,ES,1
1701,9572,1,1665,3/22/2014,10/12/2018,EN,1
1702,4194,0,1447,10/26/2014,10/12/2018,EN,1
1703,1707,0,2371,3/9/2012,9/5/2018,EN,0
1704,364,1,1050,11/26/2015,10/11/2018,EN,0
1705,3042,0,2143,11/29/2012,10/12/2018,EN,1
1706,4984,1,1857,9/7/2013,10/8/2018,EN,1
1707,767,1,1970,5/17/2013,10/8/2018,EN,0
1708,12734,1,1919,7/11/2013,10/12/2018,EN,1
1709,205,0,660,12/17/2016,10/8/2018,EN,0
1710,884824,1,1624,5/1/2014,10/11/2018,ES,0
1711,4517,1,2030,3/18/2013,10/8/2018,EN,0
1712,2046,1,903,3/31/2016,9/20/2018,EN,1
1713,426,0,894,3/24/2016,9/4/2018,EN,0
1714,199,0,157,3/22/2018,8/26/2018,ES,0
1715,40349,1,1912,7/18/2013,10/12/2018,EN,1
1716,260,1,578,3/13/2017,10/12/2018,ES,0
1717,2998,0,1921,7/7/2013,10/10/2018,EN,1
1718,11281,0,2895,11/6/2010,10/10/2018,EN,1
1719,1673,0,1256,5/4/2015,10/11/2018,EN,1
1720,11291,0,2526,11/5/2011,10/5/2018,EN,0
1721,565,0,1133,8/24/2015,9/30/2018,RU,0
1722,322,0,485,6/10/2017,10/8/2018,EN,0
1723,10816,1,2064,2/16/2013,10/12/2018,EN,1
1724,2138,1,427,8/9/2017,10/10/2018,OTHER,0
1725,13079,0,1464,10/7/2014,10/10/2018,SV,1
1726,19523,1,642,1/8/2017,10/12/2018,EN,1
1727,21004,1,2269,7/26/2012,10/12/2018,EN,1
1728,10780,1,1083,10/25/2015,10/12/2018,EN,1
1729,2008,0,2299,4/12/2012,7/29/2018,EN,0
1730,1300078,0,2621,8/9/2011,10/12/2018,EN,0
1731,63534,0,1348,2/2/2015,10/12/2018,RU,0
1732,187959,1,1546,7/19/2014,10/12/2018,DE,1
1733,8247,0,1983,5/8/2013,10/12/2018,DE,0
1734,442,1,1609,5/12/2014,10/7/2018,EN,0
1735,45138,0,3819,4/28/2008,10/12/2018,EN,1
1736,16443,1,1759,12/18/2013,10/12/2018,EN,1
1737,11119,1,2081,1/30/2013,10/12/2018,EN,1
1738,17589,0,2387,3/29/2012,10/11/2018,EN,0
1739,1574,0,1659,2/26/2014,9/12/2018,EN,0
1740,2158,0,717,10/25/2016,10/12/2018,EN,1
1741,26048,1,1436,11/6/2014,10/12/2018,EN,1
1742,2621,0,853,6/5/2016,10/6/2018,EN,0
1743,145909,1,1261,4/26/2015,10/8/2018,EN,1
1744,66001,1,2726,4/26/2011,10/12/2018,EN,1
1745,5182,0,2164,10/7/2012,9/10/2018,PT,0
1746,1673,1,1689,2/10/2014,9/26/2018,PT,1
1747,1636,1,1789,11/18/2013,10/12/2018,PT,0
1748,2020,0,785,7/3/2016,8/27/2018,EN,0
1749,118198,1,1600,5/26/2014,10/12/2018,RU,1
1750,3606,1,734,10/7/2016,10/11/2018,EN,0
1751,1148,0,2880,10/27/2010,9/15/2018,EN,0
1752,5403,1,1928,7/2/2013,10/12/2018,EN,1
1753,5949,1,817,5/24/2016,8/19/2018,EN,1
1754,18616,0,1817,10/20/2013,10/11/2018,EN,1
1755,978,0,920,3/4/2016,9/10/2018,EN,0
1756,682,1,1395,12/17/2014,10/12/2018,EN,0
1757,290,0,1526,7/16/2014,9/19/2018,EN,0
1758,4356,0,807,7/17/2016,10/2/2018,DE,1
1759,1788,1,1953,5/27/2013,10/1/2018,DE,1
1760,366033,1,1823,10/15/2013,10/12/2018,EN,0
1761,921,0,861,5/21/2016,9/29/2018,EN,0
1762,9405,1,1365,1/16/2015,10/12/2018,DE,1
1763,353,1,1182,6/15/2015,9/9/2018,EN,0
1764,598048,0,3297,9/20/2009,9/30/2018,JA,0
1765,20641,1,2254,8/10/2012,10/12/2018,EN,1
1766,200,0,2576,7/14/2011,8/2/2018,EN,0
1767,783,1,1732,1/12/2014,10/10/2018,EN,0
1768,7070233,0,2082,1/29/2013,10/12/2018,PT,0
1769,462,0,1626,4/24/2014,10/6/2018,IT,1
1770,696,0,1944,6/11/2013,10/7/2018,EN,0
1771,8970,1,1046,12/1/2015,10/12/2018,DE,1
1772,319,1,649,12/23/2016,10/3/2018,EN,0
1773,1374,0,2557,9/8/2011,9/8/2018,EN,1
1774,2701,1,2253,8/5/2012,10/6/2018,EN,1
1775,1923,0,1281,4/5/2015,10/7/2018,EN,0
1776,938,0,1737,10/27/2013,7/30/2018,EN,0
1777,6671,1,719,10/23/2016,10/12/2018,EN,1
1778,29489,0,1876,8/23/2013,10/12/2018,EN,1
1779,3165,1,1775,11/26/2013,10/6/2018,EN,0
1780,1669,0,148,3/28/2018,8/23/2018,EN,0
1781,8336,0,2585,9/14/2011,10/12/2018,EN,1
1782,6054,1,2707,5/14/2011,10/11/2018,SV,1
1783,24633,1,2448,1/29/2012,10/12/2018,EN,0
1784,4621,1,1451,10/10/2014,9/30/2018,TR,1
1785,2524,0,2571,9/25/2011,10/9/2018,EN,1
1786,3540,1,2523,11/14/2011,10/11/2018,ES,1
1787,2764,1,2228,9/3/2012,10/10/2018,EN,0
1788,743,1,2174,9/30/2012,9/13/2018,EN,1
1789,119697,1,2265,7/29/2012,10/11/2018,EN,1
1790,3817,1,1040,9/12/2015,7/18/2018,KO,0
1791,2263,0,594,2/25/2017,10/12/2018,EN,1
1792,86831,0,2582,9/16/2011,10/11/2018,ES,1
1793,6795,1,1400,12/12/2014,10/12/2018,EN,1
1794,1747,1,1807,10/25/2013,10/6/2018,EN,1
1795,25515,1,1057,11/15/2015,10/7/2018,EN,0
1796,2050,1,1124,9/12/2015,10/10/2018,EN,0
1797,3661,1,1315,3/2/2015,10/7/2018,EN,1
1798,22215,0,3517,2/17/2009,10/5/2018,EN,1
1799,53535,1,1608,5/18/2014,10/12/2018,HU,1
1800,18576,0,768,8/28/2016,10/5/2018,FR,0
1801,34620,0,1393,12/19/2014,10/12/2018,EN,1
1802,13636,1,1260,4/29/2015,10/10/2018,EN,1
1803,1265,1,2019,4/2/2013,10/12/2018,EN,0
1804,3105,1,768,8/29/2016,10/6/2018,EN,1
1805,491,1,847,6/7/2015,10/1/2017,EN,0
1806,3457,0,212,3/11/2018,10/9/2018,EN,0
1807,5446,1,2508,11/30/2011,10/12/2018,EN,1
1808,4305,1,2775,3/6/2011,10/10/2018,EN,0
1809,6998,1,2607,8/14/2011,10/3/2018,EN,0
1810,57364,1,1072,11/5/2015,10/12/2018,EN,1
1811,7681,0,1987,5/4/2013,10/12/2018,EN,1
1812,5693,0,2021,3/31/2013,10/12/2018,EN,1
1813,2993396,0,2687,6/4/2011,10/12/2018,EN,0
1814,162,0,1191,6/24/2015,9/27/2018,FR,0
1815,7248,0,867,5/28/2016,10/12/2018,EN,1
1816,2847,1,2461,1/11/2012,10/7/2018,EN,0
1817,7403,0,2971,8/24/2010,10/12/2018,EN,1
1818,1345,0,1677,3/9/2014,10/11/2018,EN,0
1819,233,0,2146,11/18/2012,10/4/2018,EN,0
1820,746,0,1678,3/2/2014,10/5/2018,EN,0
1821,4851,1,1027,12/12/2015,10/4/2018,EN,1
1822,8782,1,1976,5/15/2013,10/12/2018,EN,1
1823,6289,0,1599,5/26/2014,10/11/2018,TR,0
1824,105010,1,1187,7/13/2015,10/12/2018,DE,1
1825,9086,1,559,3/17/2017,9/27/2018,EN,1
1826,3994,1,2220,9/9/2012,10/8/2018,EN,1
1827,4905,1,1955,6/5/2013,10/12/2018,EN,1
1828,12257,0,2434,2/12/2012,10/12/2018,CS,0
1829,27267,0,1518,8/13/2014,10/9/2018,EN,0
1830,4229,0,503,5/27/2017,10/12/2018,DE,0
1831,737,1,1808,10/10/2013,9/22/2018,EN,0
1832,545,1,2043,1/26/2013,8/31/2018,EN,0
1833,2653,0,723,10/19/2016,10/12/2018,TH,1
1834,1968,1,2347,5/6/2012,10/9/2018,EN,0
1835,307,0,2501,12/6/2011,10/11/2018,EN,0
1836,1629,1,1894,7/7/2013,9/13/2018,EN,1
1837,1315,0,211,3/13/2018,10/10/2018,EN,0
1838,300,0,1276,3/30/2015,9/26/2018,EN,0
1839,35,0,256,7/25/2017,4/7/2018,EN,0
1840,6307,0,2027,3/25/2013,10/12/2018,EN,0
1841,2872,1,1683,3/4/2014,10/12/2018,EN,1
1842,66657,0,1779,11/28/2013,10/12/2018,ES,0
1843,13672,0,267,1/17/2018,10/11/2018,RU,1
1844,1289,0,1925,4/15/2013,7/23/2018,EN,0
1845,3198,0,222,3/4/2018,10/12/2018,EN,1
1846,26334,1,607,2/5/2017,10/5/2018,EN,0
1847,1509,0,2578,9/5/2011,9/26/2018,EN,0
1848,8377,0,1497,9/6/2014,10/12/2018,EN,1
1849,1039172,1,1487,9/15/2014,10/11/2018,EN,0
1850,2649,1,1695,2/20/2014,10/12/2018,EN,1
1851,9682,0,618,1/30/2017,10/10/2018,EN,1
1852,1586780,1,1111,9/27/2015,10/12/2018,EN,0
1853,35778,1,1570,6/20/2014,10/7/2018,EN,1
1854,2069,1,1958,5/27/2013,10/6/2018,EN,0
1855,22520,1,1440,11/2/2014,10/12/2018,PT,1
1856,1675,1,1607,5/13/2014,10/6/2018,EN,0
1857,4744,0,2069,2/11/2013,10/12/2018,EN,0
1858,94,0,399,8/10/2017,9/13/2018,EN,0
1859,3704,1,449,7/13/2017,10/5/2018,EN,1
1860,11676,0,1165,7/29/2015,10/6/2018,EN,1
1861,3317,1,876,5/19/2016,10/12/2018,EN,1
1862,1385300,1,2756,3/27/2011,10/12/2018,EN,0
1863,8215,0,2061,2/19/2013,10/12/2018,EN,1
1864,2656,1,1215,6/12/2015,10/9/2018,EN,0
1865,1837,1,1145,8/21/2015,10/9/2018,EN,0
1866,354388,0,2416,3/1/2012,10/12/2018,EN,0
1867,102,0,622,1/23/2017,10/7/2018,EN,0
1868,2760,0,1544,7/18/2014,10/9/2018,ES,0
1869,5359,0,2279,6/27/2012,9/23/2018,EN,0
1870,83231,1,1294,3/28/2015,10/12/2018,DE,1
1871,1505,0,1600,5/23/2014,10/9/2018,EN,1
1872,4889,0,2521,11/16/2011,10/11/2018,EN,0
1873,656,1,1417,11/24/2014,10/11/2018,EN,0
1874,2075,0,1910,7/15/2013,10/7/2018,EN,0
1875,376,1,337,11/3/2017,10/6/2018,EN,0
1876,311606,1,1717,1/29/2014,10/12/2018,EN,0
1877,788,0,950,3/6/2016,10/12/2018,EN,0
1878,287,0,1057,8/21/2015,7/13/2018,EN,0
1879,91234,1,1826,10/12/2013,10/12/2018,RU,1
1880,5058,1,3329,8/31/2009,10/12/2018,EN,0
1881,7926,1,986,1/30/2016,10/12/2018,FR,0
1882,912,0,1716,1/15/2014,9/27/2018,EN,0
1883,4720,0,192,4/3/2018,10/12/2018,EN,1
1884,1309,1,1814,10/24/2013,10/12/2018,EN,0
1885,153590,0,2501,12/7/2011,10/12/2018,DE,0
1886,10494,1,1429,11/13/2014,10/12/2018,HU,1
1887,5402,1,1759,12/18/2013,10/12/2018,EN,1
1888,11256,1,1709,2/5/2014,10/11/2018,EN,0
1889,3597,0,1765,12/3/2013,10/3/2018,EN,1
1890,2179,1,599,1/23/2017,9/14/2018,EN,0
1891,2174,1,1163,8/6/2015,10/12/2018,EN,1
1892,204,1,796,6/17/2016,8/22/2018,DE,0
1893,3049,1,2357,4/26/2012,10/9/2018,EN,0
1894,9416,1,663,12/17/2016,10/11/2018,EN,1
1895,5858,1,866,5/29/2016,10/12/2018,EN,0
1896,3048,0,2202,10/1/2012,10/12/2018,EN,0
1897,747325,0,2448,1/29/2012,10/12/2018,EN,0
1898,1101,0,1893,7/9/2013,9/14/2018,DE,0
1899,6770,1,2389,3/19/2012,10/3/2018,EN,0
1900,249,0,1214,6/15/2015,10/11/2018,EN,0
1901,1389,0,2009,3/27/2013,9/26/2018,EN,0
1902,569,0,1516,8/16/2014,10/10/2018,EN,0
1903,3929,0,1926,6/21/2013,9/29/2018,EN,0
1904,20178,1,2128,12/10/2012,10/8/2018,EN,0
1905,3365,1,2323,5/26/2012,10/5/2018,DE,1
1906,102599,0,1955,6/5/2013,10/12/2018,FR,0
1907,2834,1,1650,3/2/2014,9/7/2018,EN,0
1908,765,0,1106,9/8/2015,9/18/2018,EN,1
1909,1661,1,1728,1/18/2014,10/12/2018,EN,0
1910,3852,0,2241,8/20/2012,10/9/2018,EN,0
1911,3208,0,1145,8/24/2015,10/12/2018,EN,0
1912,68115,1,1500,9/3/2014,10/12/2018,EN,1
1913,2382,1,1780,11/7/2013,9/22/2018,EN,1
1914,12057,1,1782,11/25/2013,10/12/2018,EN,1
1915,1006,1,856,5/31/2016,10/4/2018,DE,0
1916,3180,1,1390,12/22/2014,10/12/2018,EN,1
1917,1024,0,901,4/21/2016,10/9/2018,EN,0
1918,732,1,363,10/7/2017,10/5/2018,EN,0
1919,1244,0,360,10/17/2017,10/12/2018,EN,1
1920,8404,0,2788,2/19/2011,10/8/2018,EN,0
1921,214,0,617,1/17/2017,9/26/2018,ES,0
1922,5323,0,1889,8/4/2013,10/6/2018,EN,1
1923,4624,0,2628,8/2/2011,10/12/2018,ES,0
1924,6514,0,990,1/24/2016,10/10/2018,EN,1
1925,482,0,2304,5/23/2012,9/13/2018,EN,0
1926,459,1,2403,3/6/2012,10/4/2018,EN,0
1927,3148,0,2365,4/21/2012,10/12/2018,EN,1
1928,1514,0,1305,3/17/2015,10/12/2018,DE,1
1929,522,0,2388,3/8/2012,9/21/2018,EN,0
1930,54469,0,864,5/31/2016,10/12/2018,IT,1
1931,12158,0,723,10/17/2016,10/10/2018,RU,0
1932,509,1,2163,8/22/2012,7/25/2018,EN,0
1933,1649,0,618,1/22/2017,10/2/2018,PT,1
1934,1077013,0,1947,6/13/2013,10/12/2018,EN,0
1935,20,0,1017,9/4/2015,6/17/2018,EN,0
1936,326,1,779,8/23/2016,10/11/2018,EN,0
1937,12231,1,1202,6/28/2015,10/12/2018,EN,1
1938,573,0,2641,5/26/2011,8/18/2018,EN,0
1939,20147,1,1694,2/20/2014,10/11/2018,FR,1
1940,5721,1,1385,12/23/2014,10/8/2018,RU,1
1941,2026,0,1816,9/16/2013,9/6/2018,NL,0
1942,43114,1,1932,6/28/2013,10/12/2018,CS,1
1943,2378,1,472,6/27/2017,10/12/2018,EN,1
1944,16466,1,2154,11/5/2012,9/29/2018,EN,0
1945,17823,1,2243,8/21/2012,10/12/2018,EN,1
1946,334,0,2029,3/17/2013,10/6/2018,EN,0
1947,1649,0,985,4/2/2013,12/13/2015,EN,0
1948,1218,0,1081,10/27/2015,10/12/2018,EN,0
1949,60927,1,1694,2/21/2014,10/12/2018,EN,1
1950,3921,0,1145,8/24/2015,10/12/2018,EN,1
1951,14363,0,1848,9/20/2013,10/12/2018,FR,1
1952,6727,0,2152,11/17/2012,10/9/2018,EN,1
1953,336,1,303,11/30/2017,9/29/2018,FR,0
1954,1444,0,1542,7/21/2014,10/10/2018,EN,0
1955,100885,1,1324,2/26/2015,10/12/2018,EN,1
1956,8299,1,1246,5/13/2015,10/10/2018,EN,1
1957,4343,0,602,2/17/2017,10/12/2018,EN,0
1958,1249,1,635,1/15/2017,10/12/2018,EN,1
1959,2011,1,722,10/19/2016,10/11/2018,EN,1
1960,3466,1,1408,12/4/2014,10/12/2018,EN,1
1961,1748,0,3038,6/12/2010,10/6/2018,EN,0
1962,704,1,737,10/3/2016,10/10/2018,EN,0
1963,1838,0,1622,1/31/2014,7/11/2018,EN,0
1964,9372,0,2145,11/27/2012,10/12/2018,EN,1
1965,509,1,473,6/26/2017,10/12/2018,DE,0
1966,3306,1,2591,9/7/2011,10/11/2018,EN,0
1967,621,0,1525,6/21/2014,8/24/2018,FR,0
1968,27544,0,2345,5/9/2012,10/10/2018,DE,1
1969,11290,0,2128,12/13/2012,10/11/2018,EN,1
1970,770,0,1280,4/8/2015,10/9/2018,EN,0
1971,1023,0,1793,11/14/2013,10/12/2018,IT,1
1972,938,1,984,1/12/2016,9/22/2018,EN,0
1973,21741,0,620,1/30/2017,10/12/2018,NO,1
1974,15685,0,1435,11/7/2014,10/12/2018,EN,0
1975,103630,1,1464,10/9/2014,10/12/2018,EN,1
1976,4362,1,1422,9/20/2014,8/12/2018,EN,1
1977,605,0,956,2/26/2016,10/9/2018,EN,0
1978,48020,0,2040,2/2/2013,9/4/2018,OTHER,0
1979,1374,1,975,2/10/2016,10/12/2018,EN,0
1980,6897,1,1338,2/12/2015,10/12/2018,EN,1
1981,1045,0,715,10/26/2016,10/11/2018,KO,0
1982,665,0,1283,3/26/2015,9/29/2018,EN,0
1983,10240,1,2555,10/11/2011,10/9/2018,EN,1
1984,7486,0,2231,8/6/2012,9/15/2018,EN,0
1985,2739,1,2256,8/4/2012,10/8/2018,ES,1
1986,195,0,530,4/27/2017,10/9/2018,EN,0
1987,7731,1,2193,10/9/2012,10/11/2018,EN,0
1988,1067,0,1653,2/2/2014,8/13/2018,EN,0
1989,3790164,1,1707,2/8/2014,10/12/2018,EN,0
1990,17408,0,2327,5/29/2012,10/12/2018,EN,1
1991,15768,0,2011,4/10/2013,10/12/2018,EN,0
1992,4011,1,1755,12/1/2013,9/21/2018,EN,0
1993,15967,1,987,12/7/2015,8/20/2018,EN,1
1994,1207,1,1883,8/2/2013,9/28/2018,EN,0
1995,12865,1,1822,10/16/2013,10/12/2018,EN,1
1996,4389,0,1260,4/25/2013,10/6/2016,OTHER,0
1997,669,0,1587,6/8/2014,10/12/2018,EN,0
1998,30279,0,2329,5/25/2012,10/10/2018,EN,0
1999,2231697,1,2184,10/19/2012,10/12/2018,ZH,0
2000,351504,1,1707,2/8/2014,10/12/2018,FR,0
2001,5720,0,3420,6/1/2009,10/12/2018,EN,0
2002,435,1,1672,3/14/2014,10/11/2018,EN,0
2003,878,0,2247,8/17/2012,10/12/2018,FR,0
